week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
92,37,323,124.11,169.87,1,0,27
25,5,254,117.94,115.26,0,0,40
203,44,348,267.17,245.24,0,0,40
174,12,301,136.68,172.86,0,0,34
134,15,289,185.14,148.89,0,0,32
219,21,220,88.02,92.67,0,0,26
37,28,173,237.62,198.38,0,0,39
118,23,333,198.21,196.39,0,0,36
55,21,289,220.42,285.91,0,0,39
143,35,52,300.21,244.52,0,0,31
240,44,146,134.54,113.56,0,0,45
193,2,263,323.3,264.09,0,0,35
176,31,219,268.95,245.06,1,1,47
61,44,164,112.82,120.34,0,0,28
184,14,376,161.03,194.87,0,0,26
251,12,166,140.03,124.52,0,0,45
129,24,390,176.01,168.34,0,0,33
217,45,223,104.52,128.21,0,0,23
247,34,157,230.21,195.47,0,0,34
93,6,166,166.77,223.25,0,0,44
43,43,392,205.87,187.39,0,0,33
191,32,324,299.2,242.33,1,1,35
155,25,391,189.76,165.66,0,0,36
228,23,208,88.57,124.18,0,0,33
180,16,263,169.84,149.06,0,0,41
222,35,339,222.69,194.31,0,0,27
98,8,309,218.53,215.68,0,0,47
201,4,211,191.95,184.45,0,0,52
37,6,24,94.57,125.41,0,1,30
247,43,69,152.71,132.36,0,0,42
41,3,317,120.45,104.39,0,0,26
95,26,231,40.78,55.61,0,0,36
243,47,36,231.36,230.42,1,0,41
140,3,148,292.03,245.11,0,0,22
145,22,43,255.77,207.3,1,0,40
66,46,255,158.54,128.85,0,0,37
155,21,124,136.14,115.82,0,0,27
184,30,18,195.86,187.3,1,1,29
175,10,297,215.48,265.65,0,0,39
5,12,168,92.36,81.75,1,0,31
182,9,328,221.13,196.43,0,0,54
240,43,295,281.42,266.17,0,0,34
4,12,147,101.83,114.88,1,0,42
239,31,85,94.56,131.93,0,0,37
245,44,68,170.39,136.83,0,0,52
101,49,222,186.36,166.27,0,0,36
120,3,391,243.38,287.0,0,1,49
103,23,208,218.84,190.8,0,0,17
13,9,82,74.22,62.58,0,0,34
256,46,276,120.59,116.52,0,0,30
242,8,82,282.8,281.33,0,0,42
238,8,334,83.08,100.55,0,0,59
110,10,16,89.13,79.2,0,0,29
260,44,106,185.31,236.9,0,0,30
168,39,322,187.4,248.1,0,0,59
229,33,20,44.83,59.92,0,0,38
50,44,102,229.63,226.32,0,0,26
37,3,22,236.79,191.67,0,0,19
22,10,340,108.47,98.84,1,0,28
190,38,147,56.56,55.7,0,1,41
63,48,338,223.78,190.14,0,0,51
91,27,263,240.37,238.15,0,0,26
147,17,92,261.11,218.99,0,0,27
241,26,73,159.41,188.36,1,0,40
144,44,242,217.2,246.4,0,0,22
84,39,135,243.78,229.1,0,0,50
102,30,101,74.82,77.78,1,0,29
258,37,254,139.05,125.2,1,0,46
219,27,198,84.05,78.45,0,0,41
28,30,263,303.62,258.05,0,0,23
114,5,163,145.65,196.14,0,0,19
101,1,111,49.93,59.84,0,0,25
209,15,210,72.75,64.66,0,0,49
81,24,9,165.04,155.34,1,0,36
35,35,98,241.03,195.98,0,0,11
53,50,365,198.39,161.8,0,0,23
110,17,227,65.47,62.93,0,0,26
109,33,399,185.26,154.51,0,0,17
74,29,278,84.76,90.38,0,0,33
69,11,12,246.16,253.95,0,0,33
57,14,233,188.42,166.33,1,0,40
200,17,119,278.49,260.7,0,0,26
133,41,52,241.43,212.01,0,0,27
97,7,377,196.2,163.46,0,0,29
214,41,20,81.03,69.9,1,0,43
82,47,39,62.78,58.56,0,0,31
103,24,313,202.31,181.27,1,0,31
15,20,123,184.25,222.6,0,0,26
236,22,240,244.86,234.29,0,0,54
21,3,69,173.01,230.89,1,0,40
181,19,371,292.36,291.99,0,0,30
150,24,313,88.46,80.99,0,0,38
55,31,180,310.16,296.86,0,0,21
159,27,205,223.59,202.8,0,0,36
64,10,356,214.94,285.59,0,0,34
242,37,103,306.97,269.54,0,0,35
103,6,272,274.48,232.58,0,0,25
138,34,200,85.4,99.64,0,0,37
174,1,241,105.4,100.86,0,0,41
112,48,248,100.69,135.74,0,0,40
177,12,272,70.58,62.23,0,1,41
111,2,359,62.92,61.62,1,0,34
139,21,191,121.87,114.17,0,1,32
35,14,285,132.3,116.41,0,0,27
226,38,276,322.7,278.79,0,1,54
235,28,204,277.87,260.86,0,1,40
246,5,18,230.23,205.57,0,0,37
142,44,253,61.83,53.6,0,0,54
67,5,364,245.46,208.85,0,0,36
94,45,79,273.65,260.34,0,0,31
188,20,3,354.81,297.55,0,0,26
224,37,385,144.89,126.6,0,0,31
240,8,317,212.23,228.98,0,0,38
148,21,334,184.16,252.39,0,1,46
229,43,202,124.35,145.48,1,0,39
75,20,385,246.43,208.72,0,0,15
70,7,20,208.52,175.94,0,0,30
165,37,123,238.92,233.89,0,0,42
31,45,325,283.94,236.14,0,0,21
226,12,17,78.53,77.38,0,0,31
21,14,186,270.5,259.61,0,0,34
206,23,20,69.83,90.91,0,0,35
152,39,64,299.94,285.99,1,0,35
50,31,7,229.98,218.5,1,0,23
178,25,188,168.67,215.36,0,0,47
193,46,81,298.46,242.52,1,0,41
110,45,310,355.33,287.39,0,0,23
128,50,192,182.39,165.1,0,0,14
145,34,45,94.8,87.49,0,0,31
36,3,266,125.93,111.97,0,0,31
50,17,76,242.23,231.85,0,0,24
236,6,308,289.19,264.49,1,0,49
91,26,276,248.33,210.28,0,0,39
70,9,281,205.12,197.76,0,0,23
135,46,107,111.43,98.85,1,0,32
84,25,26,135.03,178.04,0,0,49
28,19,20,71.35,59.71,0,0,32
249,24,119,64.2,77.28,0,0,46
256,12,274,51.7,63.98,0,0,52
194,11,79,59.48,61.78,0,0,52
122,49,138,58.34,71.08,1,1,67
32,28,106,68.88,88.83,0,0,17
69,24,44,147.33,138.67,0,0,31
24,36,375,120.08,96.09,0,0,24
94,17,108,210.84,267.09,0,0,42
140,2,351,199.25,168.98,0,0,32
28,14,314,166.59,142.02,0,0,14
49,23,76,231.23,217.16,0,0,11
24,49,287,331.16,294.24,0,0,30
134,17,241,302.79,266.05,0,0,11
16,9,104,75.24,78.13,0,0,29
190,32,108,181.18,184.74,0,0,43
168,9,162,160.51,137.2,0,0,46
145,11,373,77.3,71.88,0,0,31
246,48,197,117.78,145.35,0,0,38
165,39,7,255.32,262.32,0,0,39
179,20,69,230.16,208.96,0,0,22
145,48,346,314.96,281.72,0,0,35
121,22,3,242.4,238.34,0,0,30
118,45,263,140.72,116.17,0,0,32
70,21,166,89.53,114.62,0,0,31
130,17,33,59.36,66.49,0,0,40
34,7,362,62.63,70.4,1,1,48
83,50,161,138.59,162.49,0,0,34
14,31,384,93.35,91.68,0,1,23
79,9,247,249.31,242.73,0,0,23
152,29,124,136.03,115.47,0,0,43
180,16,140,264.23,273.49,0,0,35
191,8,305,68.26,73.38,0,0,26
10,37,281,219.49,189.27,0,0,44
89,29,104,166.1,139.62,1,0,31
185,27,400,105.06,93.97,0,1,46
70,47,130,75.79,88.51,0,0,25
65,19,60,212.37,206.71,0,0,39
125,25,54,49.12,68.99,0,0,46
121,20,151,116.86,132.14,0,0,25
14,27,35,149.58,131.68,0,0,37
62,1,115,162.05,142.61,1,0,30
190,21,17,102.04,91.66,0,0,31
75,31,152,215.8,298.74,0,0,17
127,16,266,293.44,265.42,0,0,36
58,1,344,223.36,258.33,0,1,33
25,47,100,98.68,86.91,0,0,41
252,13,398,71.9,96.46,1,0,45
211,23,365,271.66,296.1,0,0,28
81,13,41,232.03,219.42,0,0,25
137,11,233,243.01,196.21,0,0,13
170,7,303,158.02,149.35,0,0,32
145,19,160,235.74,288.04,0,0,42
250,34,242,302.54,258.73,0,1,42
18,18,308,165.13,198.42,0,1,41
180,20,219,88.2,103.58,0,0,36
248,39,108,76.4,63.03,0,0,31
258,27,375,157.31,141.07,1,0,46
81,43,374,291.88,276.07,0,0,26
90,44,310,289.47,270.05,0,0,40
158,8,23,335.57,275.1,1,0,34
104,30,168,105.21,141.8,0,1,33
62,6,230,227.34,274.15,0,0,35
219,34,58,155.56,136.41,0,0,37
168,21,263,62.51,58.51,0,0,34
77,50,369,66.56,54.87,0,0,31
77,25,372,189.54,171.02,1,0,33
196,5,175,282.18,241.25,1,1,48
154,16,358,188.01,163.67,1,0,56
137,10,319,308.55,288.13,0,1,33
164,25,104,168.41,134.98,0,0,26
74,6,233,111.32,120.18,0,1,48
122,36,88,94.71,85.38,0,1,42
56,31,285,211.14,171.16,0,0,25
87,7,104,353.44,292.91,0,0,34
57,20,275,114.77,93.15,0,0,25
104,33,290,222.37,212.77,0,0,32
96,27,83,109.18,89.68,0,0,39
163,26,10,193.82,169.88,0,0,35
199,14,49,196.15,166.28,0,0,29
258,1,243,214.46,287.07,0,0,37
239,13,373,239.01,272.12,1,1,50
7,43,254,91.99,82.98,0,0,23
21,13,119,92.32,82.19,0,1,18
126,41,347,277.52,242.83,0,0,30
209,24,182,231.66,241.55,1,0,39
84,44,147,181.43,166.69,0,0,34
49,39,188,64.54,57.59,0,0,27
92,50,29,106.95,94.62,0,0,14
240,9,134,159.9,188.78,0,0,44
218,40,109,193.57,236.46,0,0,49
40,50,373,162.62,133.35,0,0,32
180,18,201,128.7,179.89,0,0,34
101,11,46,233.43,200.2,0,1,14
131,36,389,119.86,144.71,0,0,32
201,26,153,107.74,97.96,0,0,43
133,22,336,304.06,278.67,0,0,30
61,17,248,147.59,144.73,0,0,45
206,3,321,224.81,195.27,1,0,38
44,20,362,285.12,284.06,0,0,23
70,39,121,70.09,83.24,1,0,40
116,48,395,234.88,220.54,0,0,38
95,7,197,133.1,111.11,0,1,34
7,13,300,284.67,272.17,0,0,28
150,10,143,274.8,243.41,0,0,27
140,10,32,96.39,88.91,0,0,39
15,42,89,110.74,97.16,0,0,31
230,49,37,163.28,157.08,0,0,31
9,11,4,122.61,157.54,0,0,18
179,22,230,92.56,80.19,0,0,28
22,19,251,192.85,171.56,1,0,32
127,35,288,186.27,180.86,0,0,24
58,32,189,179.43,233.38,0,0,36
220,32,149,112.94,93.31,0,0,47
190,43,221,78.71,77.33,0,0,35
59,1,362,121.37,146.8,0,0,26
98,31,331,364.88,293.89,0,0,20
206,41,136,193.18,190.03,0,1,52
241,3,121,172.48,160.82,0,0,47
5,5,164,199.87,246.92,0,0,31
201,49,95,101.8,83.31,0,0,48
163,43,214,221.73,254.85,0,0,33
160,30,21,257.39,251.72,0,0,45
127,11,245,79.87,74.21,1,0,35
233,19,277,173.33,239.66,0,0,54
26,13,222,83.21,70.56,0,1,20
34,43,32,97.27,134.25,0,1,33
171,29,206,82.18,73.61,0,1,54
232,46,99,354.33,288.04,0,0,46
175,16,205,278.6,229.63,0,0,27
119,21,132,185.46,223.65,0,0,16
48,21,368,203.56,270.63,0,0,15
205,20,222,93.29,103.42,1,0,42
159,25,163,122.77,126.82,0,0,37
35,24,222,62.61,77.37,0,0,37
220,32,103,240.43,225.99,0,0,17
247,20,76,171.02,187.23,0,0,38
45,10,216,201.51,189.85,0,0,32
119,49,248,195.98,177.22,0,0,37
74,50,154,186.53,210.99,0,0,29
41,12,144,137.16,147.92,1,0,47
59,31,101,200.77,197.57,0,0,25
2,32,81,314.01,259.93,0,0,28
158,21,312,242.72,233.21,0,0,17
11,23,246,167.68,214.37,0,0,40
55,12,130,164.05,182.34,0,0,37
149,22,154,303.08,261.99,0,0,17
205,43,393,295.42,279.01,0,0,28
64,20,212,95.63,93.99,0,1,17
198,38,238,292.23,244.67,0,0,42
246,40,267,142.71,150.56,0,1,39
247,38,206,282.22,227.65,0,0,39
100,13,161,294.28,244.8,0,0,25
140,36,237,153.46,137.08,0,0,38
196,41,53,160.35,128.6,0,0,32
70,25,21,143.9,117.82,1,0,36
55,43,87,231.79,213.05,0,1,33
80,20,175,253.18,282.73,0,0,29
250,17,254,237.98,203.58,0,0,51
157,25,341,344.48,285.01,0,0,24
215,6,161,359.3,293.33,0,0,41
174,18,109,68.79,73.93,0,0,39
190,50,56,113.53,121.03,0,0,34
218,24,192,114.93,94.49,0,0,42
147,14,107,136.56,120.19,0,0,30
21,6,65,313.28,283.44,0,0,31
79,28,324,79.57,75.39,0,0,42
153,3,152,75.57,72.71,0,0,35
223,5,345,136.04,115.22,0,0,40
143,38,7,191.02,200.41,0,0,60
146,12,399,136.86,121.86,0,0,24
32,44,371,75.42,62.27,0,0,33
72,9,194,216.84,216.27,0,0,25
31,19,268,132.08,178.53,0,0,53
254,4,227,317.66,264.96,1,0,50
212,46,156,297.49,239.26,0,0,29
257,9,329,116.2,113.01,0,0,48
147,23,287,338.5,296.8,0,0,28
9,30,213,331.84,273.31,0,0,26
79,12,251,178.13,231.59,0,1,46
62,32,45,200.29,198.88,1,0,26
86,43,63,218.49,204.54,0,0,13
104,8,264,310.03,250.94,0,0,25
189,8,319,66.87,78.47,0,0,59
57,18,188,112.98,95.14,0,1,46
63,32,182,158.02,154.28,0,0,30
172,18,341,228.97,193.65,1,0,46
155,11,119,304.09,272.75,0,0,29
116,7,158,293.33,255.15,0,1,39
206,43,84,56.26,51.27,0,0,31
132,43,100,225.14,220.5,0,0,24
73,42,60,250.49,231.54,0,0,19
148,6,291,251.18,213.44,0,1,35
66,27,310,175.98,156.45,0,0,43
208,16,388,150.05,185.62,0,0,30
55,40,203,133.48,127.88,0,1,13
119,42,15,202.04,172.37,0,0,36
249,24,62,234.8,196.26,0,0,33
23,9,193,211.56,203.76,0,1,27
237,5,245,175.44,243.23,0,1,55
190,44,364,94.74,86.56,0,0,52
204,25,236,186.87,194.49,0,0,42
43,29,110,310.14,270.17,1,0,42
136,43,375,285.46,266.72,0,1,42
245,50,125,312.9,274.51,0,0,18
178,31,357,62.34,50.24,0,0,40
238,15,58,170.54,197.61,0,0,61
243,38,94,136.42,132.59,0,0,46
190,4,78,172.49,216.89,0,0,47
245,37,176,164.4,233.52,1,0,48
226,2,156,255.07,297.55,0,0,54
160,48,258,154.62,134.83,0,0,33
52,36,392,185.74,176.28,0,0,35
151,31,63,78.21,70.8,0,0,38
198,20,235,182.43,148.2,0,0,28
124,11,57,261.98,219.25,0,0,22
199,5,161,70.74,70.29,0,0,49
63,50,159,146.65,149.56,0,0,39
5,50,315,135.0,153.01,0,0,20
29,50,197,249.88,270.94,0,0,40
38,46,329,218.39,185.05,0,0,29
211,8,61,107.69,107.27,0,0,49
41,32,191,202.29,201.94,1,0,35
63,13,245,181.97,161.89,0,0,29
113,35,69,102.77,95.88,0,0,27
124,22,399,182.86,150.91,0,0,38
95,26,88,112.44,98.08,0,0,32
140,44,36,139.13,111.75,0,0,43
220,17,41,266.08,214.82,0,1,51
256,7,93,108.63,90.96,0,0,47
151,43,324,134.73,154.4,0,0,25
107,46,348,345.9,291.28,0,0,32
108,40,160,336.15,288.17,0,0,13
175,18,172,92.54,101.92,0,0,61
206,50,251,201.08,195.35,0,0,39
188,39,196,214.02,183.98,1,0,52
10,24,297,39.72,55.16,0,0,41
215,20,106,63.47,67.49,0,0,31
246,29,81,286.22,237.04,0,0,49
1,39,351,285.96,234.31,0,0,33
104,19,245,274.57,244.28,0,0,30
260,42,189,196.43,159.85,0,0,36
169,19,72,38.47,52.96,1,0,53
104,38,90,299.32,260.08,0,0,18
215,11,357,184.62,241.35,0,0,35
71,6,49,253.43,218.01,0,0,22
199,35,398,158.52,171.94,1,1,34
246,37,265,243.22,240.56,1,0,43
218,43,96,131.36,106.51,0,0,28
120,11,283,170.84,185.57,0,0,35
149,49,4,281.74,242.12,0,0,35
162,43,7,102.38,94.48,0,0,36
121,8,276,261.23,247.0,0,1,37
54,34,178,214.43,267.95,0,0,38
188,8,327,229.15,199.17,1,0,33
45,29,250,186.97,166.42,0,0,37
56,39,214,89.21,73.73,0,0,37
28,16,223,251.75,225.27,0,0,32
107,3,236,86.08,114.86,0,0,22
82,49,68,291.56,282.86,0,0,34
198,2,88,57.21,51.52,0,0,31
87,37,270,245.75,205.5,0,0,26
2,17,314,255.82,263.67,0,0,32
189,44,82,199.35,241.73,0,0,26
23,28,286,48.52,60.51,0,0,22
126,36,114,236.01,202.93,1,0,37
253,27,209,273.74,244.49,0,0,42
133,26,344,111.71,105.44,0,0,30
235,10,320,118.8,106.9,0,1,38
19,12,57,242.47,239.1,0,0,15
76,40,389,348.53,283.96,0,0,15
65,5,264,111.91,93.63,0,0,30
85,46,248,163.18,170.25,0,0,38
127,43,351,113.16,107.61,0,0,30
80,9,46,230.21,247.1,0,0,34
126,34,151,178.56,172.07,0,0,41
140,14,244,177.39,155.03,0,1,35
218,31,306,75.81,70.24,0,0,23
91,35,87,334.9,268.06,1,0,26
121,46,9,205.78,264.03,0,0,23
45,30,278,299.22,255.81,0,0,19
1,41,281,259.46,272.48,1,0,46
21,44,226,99.25,89.86,0,0,17
26,40,235,284.52,256.72,0,0,16
87,1,374,53.95,50.21,1,0,32
122,29,22,74.27,70.81,0,0,20
24,1,169,297.24,265.92,1,0,35
206,38,135,221.64,247.4,0,0,41
76,47,169,165.58,155.16,0,0,49
78,46,335,113.64,110.68,1,0,31
147,2,167,152.94,139.76,1,0,40
172,26,389,74.99,78.92,1,0,57
46,27,167,245.08,219.37,1,0,25
247,21,367,119.14,162.86,0,0,39
93,23,197,194.89,245.37,1,0,31
66,11,318,340.93,273.97,1,0,19
97,3,309,272.79,241.34,0,0,35
61,37,107,167.54,237.21,0,0,29
5,25,248,126.17,118.27,0,0,19
103,6,189,135.24,111.02,0,0,45
193,44,361,128.05,104.09,0,0,51
257,44,234,291.36,245.87,0,0,39
163,23,42,211.65,205.96,0,0,27
129,35,74,74.74,71.43,1,0,43
162,43,356,175.44,162.2,0,0,49
226,25,9,103.83,97.86,0,0,40
158,45,170,255.8,240.99,1,0,43
14,30,177,203.27,178.12,0,1,31
123,38,161,159.01,152.07,0,0,39
5,13,399,271.61,258.63,0,0,28
243,24,119,239.48,209.85,1,0,47
20,4,68,173.77,162.34,0,0,32
113,15,353,153.91,187.61,0,0,57
113,34,232,239.13,197.92,0,0,33
20,10,246,108.97,106.66,0,0,31
255,22,250,345.16,283.53,0,0,32
170,1,351,254.89,244.09,0,0,15
28,37,62,140.62,143.7,0,0,39
138,9,39,146.75,128.51,1,0,45
150,25,22,241.26,297.29,0,1,46
227,26,231,125.84,112.9,0,0,50
218,21,120,115.44,99.6,0,0,20
66,22,370,218.18,203.6,0,0,26
65,46,175,275.89,230.25,0,0,18
53,7,90,163.15,191.86,0,0,36
142,38,259,214.27,275.18,1,0,49
218,28,283,96.71,98.41,0,1,65
219,48,230,228.96,254.91,0,1,47
174,37,184,170.93,165.27,0,0,42
22,46,132,152.93,124.06,0,0,11
219,1,218,176.98,153.36,0,0,24
14,34,308,128.16,110.69,0,0,28
222,23,58,199.44,172.13,0,0,30
193,47,137,98.91,97.27,1,1,54
125,3,265,126.19,112.55,0,0,16
1,48,234,293.17,244.01,0,0,31
208,32,308,91.16,89.77,0,0,37
202,17,285,359.76,294.16,0,1,40
234,4,70,292.31,233.87,0,0,39
135,7,119,184.42,151.38,0,0,33
126,35,40,127.68,145.43,0,0,30
202,41,97,108.59,93.77,1,0,45
59,27,49,296.72,245.12,0,0,21
95,6,66,154.32,149.21,0,0,30
188,28,63,229.46,189.43,0,0,25
158,22,254,290.85,256.78,0,0,42
245,30,50,175.25,247.9,0,0,39
201,32,252,261.61,256.14,0,0,27
59,43,149,292.71,237.4,0,0,32
57,24,190,93.81,130.2,0,1,46
24,22,73,102.13,101.73,0,0,12
16,37,137,81.99,115.62,0,0,45
104,14,259,141.05,132.28,1,0,39
91,38,155,316.33,275.48,1,0,47
183,47,357,208.56,177.59,0,0,40
145,18,78,168.35,146.7,0,0,47
164,30,379,201.76,256.99,0,0,39
124,20,347,67.15,57.28,0,0,31
147,8,101,252.12,208.21,1,0,41
18,35,149,156.9,141.31,0,0,22
129,37,308,91.63,81.76,0,0,30
70,41,340,154.83,133.2,0,0,13
88,26,129,286.26,229.71,1,0,28
125,39,193,135.33,112.96,0,0,57
201,13,86,103.13,84.95,0,0,23
125,22,171,310.9,287.79,0,0,33
115,37,132,101.57,90.9,1,0,32
61,3,245,206.34,173.83,1,0,35
202,38,224,149.03,124.76,0,0,36
162,30,201,162.99,139.25,1,0,28
156,14,193,237.35,299.0,0,0,36
14,13,62,95.92,85.6,0,0,17
23,25,275,200.12,185.85,0,0,28
240,36,31,275.27,225.84,0,0,30
239,14,186,188.46,191.95,0,1,55
243,15,10,95.39,92.63,0,0,35
243,44,213,184.66,177.75,0,0,32
95,38,251,304.36,265.7,0,0,52
115,18,297,292.28,266.93,1,0,43
222,28,253,160.33,152.85,0,0,36
12,25,83,286.38,245.28,0,1,32
196,27,306,230.89,295.74,1,1,54
260,30,132,205.89,171.6,0,0,28
141,7,105,151.48,165.36,1,0,26
43,2,400,219.84,190.89,0,0,28
237,19,130,62.18,71.23,0,0,50
63,45,159,324.23,263.18,0,0,35
97,34,6,227.09,202.99,0,0,34
183,28,337,113.02,91.69,0,0,50
53,14,84,65.36,54.26,1,0,31
120,18,168,91.73,87.1,1,0,35
134,1,302,98.29,82.04,0,0,17
101,7,261,223.33,201.23,1,0,34
220,27,284,321.76,280.89,0,0,26
257,8,317,121.24,111.07,0,0,49
124,45,306,300.22,252.18,0,0,8
250,50,387,307.29,266.41,0,0,26
93,50,130,115.52,113.08,0,0,37
217,18,20,344.53,298.75,0,0,25
38,16,53,236.86,191.7,1,0,10
42,32,293,270.29,292.24,0,0,31
192,16,394,66.85,63.86,1,0,43
82,22,177,200.72,194.43,0,0,32
232,14,248,184.96,195.0,0,1,49
220,4,11,176.55,206.15,0,1,37
107,1,5,134.98,115.5,0,1,28
64,30,310,95.85,92.35,0,0,25
124,3,329,177.84,143.18,0,0,38
153,10,312,109.98,154.37,0,1,36
95,19,373,236.18,256.35,0,0,43
46,3,311,162.13,130.17,0,0,24
2,16,41,198.69,245.65,0,0,26
168,24,387,166.66,189.83,0,0,37
205,10,331,168.34,146.72,1,0,38
32,43,110,286.12,290.56,0,0,24
157,8,219,200.8,188.36,0,0,35
59,41,42,185.61,153.06,0,1,39
193,8,396,92.73,90.13,0,0,37
104,19,189,93.65,79.26,0,1,38
239,35,288,104.16,122.43,1,0,47
61,12,9,81.52,69.93,0,0,20
200,1,198,61.1,83.92,0,0,51
216,29,228,255.12,219.14,1,0,44
119,23,49,279.81,233.37,0,0,28
110,46,128,292.7,242.7,1,0,37
133,3,227,178.93,161.79,0,0,37
195,25,14,166.39,153.38,0,0,53
128,30,389,65.18,58.45,0,0,42
250,29,397,273.76,223.65,0,0,34
87,6,105,85.35,80.51,0,0,39
120,32,250,147.59,128.6,0,1,27
69,30,253,276.78,265.4,1,0,25
235,35,4,273.77,220.59,1,0,44
247,32,68,114.92,126.66,0,0,35
13,16,291,127.21,126.47,0,0,25
248,15,61,215.75,227.65,0,0,44
118,29,161,64.96,62.01,0,0,41
69,18,113,170.42,195.43,0,0,46
100,9,15,265.51,234.76,0,0,34
258,18,366,149.69,122.69,0,0,40
150,24,181,153.51,163.5,0,0,29
151,24,320,128.45,113.88,0,0,39
180,16,193,344.43,289.36,1,0,42
188,27,310,182.01,210.33,0,1,49
59,17,115,275.64,281.05,0,0,33
91,5,214,265.44,224.37,0,0,22
22,21,248,153.9,153.41,1,0,30
32,39,57,215.73,192.87,0,0,30
45,20,340,58.82,57.7,0,0,19
221,22,81,127.18,137.77,0,1,33
9,26,249,61.53,54.81,1,0,41
36,38,324,338.68,272.67,0,0,34
205,38,76,77.87,96.11,0,1,57
93,10,55,228.15,193.64,0,0,39
158,14,155,312.06,254.11,0,0,33
190,20,388,338.54,282.91,0,0,24
131,21,266,249.12,242.66,0,0,26
211,7,240,154.13,126.51,0,1,37
239,14,83,246.59,210.92,0,0,36
36,15,13,165.02,200.96,1,0,41
76,13,70,123.7,151.3,0,1,29
233,11,75,142.51,117.04,1,0,27
73,22,50,175.41,150.75,0,0,14
159,33,191,181.09,205.65,0,0,41
119,10,144,166.19,204.88,0,1,42
38,44,245,267.57,246.62,0,0,16
203,1,252,317.16,280.72,0,1,35
210,38,343,251.13,209.16,0,0,31
169,45,162,214.37,256.05,0,0,29
125,30,228,262.7,289.61,1,0,35
38,32,123,79.22,108.86,0,0,22
52,16,222,247.31,211.24,0,1,21
206,8,150,142.33,182.8,0,0,43
113,21,135,181.49,163.42,0,0,29
197,31,161,165.03,151.03,0,0,41
182,44,305,98.19,83.23,0,0,30
39,22,84,114.51,131.56,0,0,17
144,21,167,139.64,131.1,0,0,42
236,3,232,144.98,181.47,0,0,36
245,6,189,214.5,228.12,0,0,46
15,48,278,81.13,74.5,1,0,28
78,16,182,313.6,297.54,0,0,24
67,25,111,281.72,238.82,0,0,25
61,38,264,66.74,54.1,0,0,32
34,7,94,45.74,58.9,0,0,41
251,43,283,153.18,188.52,0,0,44
123,46,340,145.22,128.9,0,0,24
209,7,176,253.04,218.1,0,0,39
244,3,295,77.58,66.32,0,0,43
2,48,331,157.07,160.26,1,0,36
143,48,165,177.27,195.03,0,0,48
71,20,118,203.94,163.5,0,0,17
146,19,146,166.69,207.22,0,0,35
99,28,81,58.71,55.44,0,0,39
143,30,139,114.73,100.31,0,0,32
256,5,171,77.26,67.59,0,0,41
121,42,257,94.59,120.42,1,0,46
226,12,80,281.13,239.48,0,0,26
63,33,340,348.71,288.6,0,0,24
224,19,233,316.41,260.73,1,0,40
170,18,11,138.2,191.44,0,0,55
129,40,400,227.67,198.14,0,0,8
125,36,173,146.63,118.52,0,0,31
111,25,390,93.15,124.57,1,0,45
17,37,106,183.0,159.36,0,0,27
64,44,288,94.61,104.55,1,0,44
224,19,93,217.33,186.46,1,0,53
3,34,2,302.76,289.74,0,0,44
129,44,304,153.33,144.93,0,0,29
13,16,33,314.83,251.89,0,0,33
247,36,157,200.31,259.67,0,0,54
204,20,161,186.51,231.84,0,0,31
4,40,204,67.66,60.54,0,1,14
19,35,102,153.86,130.06,1,0,20
187,44,64,266.22,242.21,0,0,33
230,46,196,86.44,80.64,0,0,53
106,31,179,158.05,148.04,1,0,31
75,9,383,320.2,257.68,0,0,40
65,8,266,190.28,180.85,0,0,15
30,22,143,254.58,236.84,0,0,7
152,5,285,95.09,132.09,0,0,42
239,8,64,259.95,209.69,0,0,37
31,15,279,69.65,67.37,0,0,34
198,46,132,220.88,232.73,0,0,46
149,40,263,228.91,191.82,1,0,33
73,3,338,289.02,239.94,0,0,20
230,6,250,98.97,98.53,1,0,49
158,14,243,183.87,156.32,0,0,30
10,26,302,199.02,283.14,0,0,32
155,24,124,193.3,237.19,0,0,22
229,23,132,163.62,151.03,0,1,41
227,45,341,200.4,182.15,0,0,35
52,7,229,163.64,155.06,1,1,49
231,37,32,200.36,179.14,0,0,41
55,11,129,211.33,276.2,0,0,19
88,45,74,139.56,129.93,0,0,36
146,10,94,329.06,281.14,0,0,33
121,13,286,132.48,139.09,0,0,35
25,7,337,306.16,279.68,1,0,27
17,14,254,163.27,152.51,0,0,32
81,2,69,262.07,211.15,0,0,37
159,44,111,147.68,153.96,0,1,44
77,47,113,288.0,236.95,0,1,45
45,16,242,264.4,235.09,1,0,26
80,4,355,191.39,260.77,0,0,44
81,47,273,283.37,266.63,1,0,41
69,42,65,211.31,203.72,0,0,16
73,21,316,238.48,201.9,0,0,34
24,48,252,136.0,135.43,0,0,14
115,7,30,192.93,172.18,0,0,20
33,44,50,143.84,198.87,1,0,43
184,20,119,218.54,296.72,0,0,50
79,33,221,238.18,223.02,0,0,47
147,32,136,174.57,167.41,0,0,40
102,35,308,223.21,196.2,0,0,46
2,1,257,199.53,246.52,0,0,22
48,31,303,80.71,73.0,0,0,27
250,44,365,249.06,240.58,0,0,38
252,15,281,68.17,55.46,0,1,36
249,31,276,187.14,156.14,0,0,23
113,45,330,263.56,247.27,0,0,32
