date,kitchen_id,menu_item_id,item_name,quantity_sold,price
2024-08-11,5,5,Tiramisu,44,7.0
2024-08-11,5,6,Caesar Salad,31,10.0
2024-08-11,5,7,Minestrone Soup,37,9.0
2024-08-12,1,1,Margherita Pizza,23,12.0
2024-08-12,1,2,Pasta Alfredo,26,14.0
2024-08-12,1,3,Lasagna Bolognese,21,16.0
2024-08-12,1,4,Bruschetta,22,8.0
2024-08-12,1,5,Tiramisu,32,7.0
2024-08-12,1,6,Caesar Salad,24,10.0
2024-08-12,1,7,Minestrone Soup,20,9.0
2024-08-12,2,1,Margherita Pizza,24,12.0
2024-08-12,2,2,Pasta Alfredo,26,14.0
2024-08-12,2,3,Lasagna Bolognese,19,16.0
2024-08-12,2,4,Bruschetta,30,8.0
2024-08-12,2,5,Tiramisu,27,7.0
2024-08-12,2,6,Caesar Salad,21,10.0
2024-08-12,2,7,Minestrone Soup,26,9.0
2024-08-12,3,1,Margherita Pizza,22,12.0
2024-08-12,3,2,Pasta Alfredo,27,14.0
2024-08-12,3,3,Lasagna Bolognese,18,16.0
2024-08-12,3,4,Bruschetta,23,8.0
2024-08-12,3,5,Tiramisu,21,7.0
2024-08-12,3,6,Caesar Salad,23,10.0
2024-08-12,3,7,Minestrone Soup,32,9.0
2024-08-12,4,1,Margherita Pizza,27,12.0
2024-08-12,4,2,Pasta Alfredo,27,14.0
2024-08-12,4,3,Lasagna Bolognese,20,16.0
2024-08-12,4,4,Bruschetta,25,8.0
2024-08-12,4,5,Tiramisu,28,7.0
2024-08-12,4,6,Caesar Salad,25,10.0
2024-08-12,4,7,Minestrone Soup,29,9.0
2024-08-12,5,1,Margherita Pizza,24,12.0
2024-08-12,5,2,Pasta Alfredo,35,14.0
2024-08-12,5,3,Lasagna Bolognese,28,16.0
2024-08-12,5,4,Bruschetta,34,8.0
2024-08-12,5,5,Tiramisu,41,7.0
2024-08-12,5,6,Caesar Salad,21,10.0
2024-08-12,5,7,Minestrone Soup,36,9.0
2024-08-13,1,1,Margherita Pizza,26,12.0
2024-08-13,1,2,Pasta Alfredo,30,14.0
2024-08-13,1,3,Lasagna Bolognese,24,16.0
2024-08-13,1,4,Bruschetta,25,8.0
2024-08-13,1,5,Tiramisu,33,7.0
2024-08-13,1,6,Caesar Salad,19,10.0
2024-08-13,1,7,Minestrone Soup,26,9.0
2024-08-13,2,1,Margherita Pizza,32,12.0
2024-08-13,2,2,Pasta Alfredo,33,14.0
2024-08-13,2,3,Lasagna Bolognese,24,16.0
2024-08-13,2,4,Bruschetta,30,8.0
2024-08-13,2,5,Tiramisu,37,7.0
2024-08-13,2,6,Caesar Salad,19,10.0
2024-08-13,2,7,Minestrone Soup,30,9.0
2024-08-13,3,1,Margherita Pizza,29,12.0
2024-08-13,3,2,Pasta Alfredo,35,14.0
2024-08-13,3,3,Lasagna Bolognese,28,16.0
2024-08-13,3,4,Bruschetta,26,8.0
2024-08-13,3,5,Tiramisu,32,7.0
2024-08-13,3,6,Caesar Salad,19,10.0
2024-08-13,3,7,Minestrone Soup,28,9.0
2024-08-13,4,1,Margherita Pizza,35,12.0
2024-08-13,4,2,Pasta Alfredo,36,14.0
2024-08-13,4,3,Lasagna Bolognese,22,16.0
2024-08-13,4,4,Bruschetta,30,8.0
2024-08-13,4,5,Tiramisu,32,7.0
2024-08-13,4,6,Caesar Salad,23,10.0
2024-08-13,4,7,Minestrone Soup,33,9.0
2024-08-13,5,1,Margherita Pizza,29,12.0
2024-08-13,5,2,Pasta Alfredo,42,14.0
2024-08-13,5,3,Lasagna Bolognese,27,16.0
2024-08-13,5,4,Bruschetta,33,8.0
2024-08-13,5,5,Tiramisu,37,7.0
2024-08-13,5,6,Caesar Salad,30,10.0
2024-08-13,5,7,Minestrone Soup,35,9.0
2024-08-14,1,1,Margherita Pizza,28,12.0
2024-08-14,1,2,Pasta Alfredo,33,14.0
2024-08-14,1,3,Lasagna Bolognese,22,16.0
2024-08-14,1,4,Bruschetta,29,8.0
2024-08-14,1,5,Tiramisu,31,7.0
2024-08-14,1,6,Caesar Salad,23,10.0
2024-08-14,1,7,Minestrone Soup,26,9.0
2024-08-14,2,1,Margherita Pizza,27,12.0
2024-08-14,2,2,Pasta Alfredo,31,14.0
2024-08-14,2,3,Lasagna Bolognese,25,16.0
2024-08-14,2,4,Bruschetta,32,8.0
2024-08-14,2,5,Tiramisu,37,7.0
2024-08-14,2,6,Caesar Salad,20,10.0
2024-08-14,2,7,Minestrone Soup,32,9.0
2024-08-14,3,1,Margherita Pizza,29,12.0
2024-08-14,3,2,Pasta Alfredo,37,14.0
2024-08-14,3,3,Lasagna Bolognese,22,16.0
2024-08-14,3,4,Bruschetta,30,8.0
2024-08-14,3,5,Tiramisu,36,7.0
2024-08-14,3,6,Caesar Salad,20,10.0
2024-08-14,3,7,Minestrone Soup,32,9.0
2024-08-14,4,1,Margherita Pizza,35,12.0
2024-08-14,4,2,Pasta Alfredo,36,14.0
2024-08-14,4,3,Lasagna Bolognese,30,16.0
2024-08-14,4,4,Bruschetta,31,8.0
2024-08-14,4,5,Tiramisu,39,7.0
2024-08-14,4,6,Caesar Salad,19,10.0
2024-08-14,4,7,Minestrone Soup,39,9.0
2024-08-14,5,1,Margherita Pizza,37,12.0
2024-08-14,5,2,Pasta Alfredo,37,14.0
2024-08-14,5,3,Lasagna Bolognese,21,16.0
2024-08-14,5,4,Bruschetta,34,8.0
2024-08-14,5,5,Tiramisu,34,7.0
2024-08-14,5,6,Caesar Salad,29,10.0
2024-08-14,5,7,Minestrone Soup,34,9.0
2024-08-15,1,1,Margherita Pizza,24,12.0
2024-08-15,1,2,Pasta Alfredo,35,14.0
2024-08-15,1,3,Lasagna Bolognese,25,16.0
2024-08-15,1,4,Bruschetta,30,8.0
2024-08-15,1,5,Tiramisu,32,7.0
2024-08-15,1,6,Caesar Salad,18,10.0
2024-08-15,1,7,Minestrone Soup,30,9.0
2024-08-15,2,1,Margherita Pizza,28,12.0
2024-08-15,2,2,Pasta Alfredo,29,14.0
2024-08-15,2,3,Lasagna Bolognese,28,16.0
2024-08-15,2,4,Bruschetta,35,8.0
2024-08-15,2,5,Tiramisu,33,7.0
2024-08-15,2,6,Caesar Salad,30,10.0
2024-08-15,2,7,Minestrone Soup,29,9.0
2024-08-15,3,1,Margherita Pizza,29,12.0
2024-08-15,3,2,Pasta Alfredo,33,14.0
2024-08-15,3,3,Lasagna Bolognese,30,16.0
2024-08-15,3,4,Bruschetta,28,8.0
2024-08-15,3,5,Tiramisu,37,7.0
2024-08-15,3,6,Caesar Salad,23,10.0
2024-08-15,3,7,Minestrone Soup,29,9.0
2024-08-15,4,1,Margherita Pizza,34,12.0
2024-08-15,4,2,Pasta Alfredo,35,14.0
2024-08-15,4,3,Lasagna Bolognese,25,16.0
2024-08-15,4,4,Bruschetta,35,8.0
2024-08-15,4,5,Tiramisu,41,7.0
2024-08-15,4,6,Caesar Salad,28,10.0
2024-08-15,4,7,Minestrone Soup,29,9.0
2024-08-15,5,1,Margherita Pizza,31,12.0
2024-08-15,5,2,Pasta Alfredo,38,14.0
2024-08-15,5,3,Lasagna Bolognese,28,16.0
2024-08-15,5,4,Bruschetta,30,8.0
2024-08-15,5,5,Tiramisu,40,7.0
2024-08-15,5,6,Caesar Salad,28,10.0
2024-08-15,5,7,Minestrone Soup,28,9.0
2024-08-16,1,1,Margherita Pizza,34,12.0
2024-08-16,1,2,Pasta Alfredo,41,14.0
2024-08-16,1,3,Lasagna Bolognese,30,16.0
2024-08-16,1,4,Bruschetta,42,8.0
2024-08-16,1,5,Tiramisu,43,7.0
2024-08-16,1,6,Caesar Salad,28,10.0
2024-08-16,1,7,Minestrone Soup,37,9.0
2024-08-16,2,1,Margherita Pizza,37,12.0
2024-08-16,2,2,Pasta Alfredo,46,14.0
2024-08-16,2,3,Lasagna Bolognese,34,16.0
2024-08-16,2,4,Bruschetta,42,8.0
2024-08-16,2,5,Tiramisu,45,7.0
2024-08-16,2,6,Caesar Salad,37,10.0
2024-08-16,2,7,Minestrone Soup,41,9.0
2024-08-16,3,1,Margherita Pizza,38,12.0
2024-08-16,3,2,Pasta Alfredo,54,14.0
2024-08-16,3,3,Lasagna Bolognese,35,16.0
2024-08-16,3,4,Bruschetta,38,8.0
2024-08-16,3,5,Tiramisu,52,7.0
2024-08-16,3,6,Caesar Salad,40,10.0
2024-08-16,3,7,Minestrone Soup,40,9.0
2024-08-16,4,1,Margherita Pizza,41,12.0
2024-08-16,4,2,Pasta Alfredo,49,14.0
2024-08-16,4,3,Lasagna Bolognese,37,16.0
2024-08-16,4,4,Bruschetta,46,8.0
2024-08-16,4,5,Tiramisu,51,7.0
2024-08-16,4,6,Caesar Salad,36,10.0
2024-08-16,4,7,Minestrone Soup,47,9.0
2024-08-16,5,1,Margherita Pizza,43,12.0
2024-08-16,5,2,Pasta Alfredo,55,14.0
2024-08-16,5,3,Lasagna Bolognese,36,16.0
2024-08-16,5,4,Bruschetta,46,8.0
2024-08-16,5,5,Tiramisu,51,7.0
2024-08-16,5,6,Caesar Salad,37,10.0
2024-08-16,5,7,Minestrone Soup,43,9.0
2024-08-17,1,1,Margherita Pizza,41,12.0
2024-08-17,1,2,Pasta Alfredo,40,14.0
2024-08-17,1,3,Lasagna Bolognese,28,16.0
2024-08-17,1,4,Bruschetta,43,8.0
2024-08-17,1,5,Tiramisu,46,7.0
2024-08-17,1,6,Caesar Salad,23,10.0
2024-08-17,1,7,Minestrone Soup,35,9.0
2024-08-17,2,1,Margherita Pizza,33,12.0
2024-08-17,2,2,Pasta Alfredo,42,14.0
2024-08-17,2,3,Lasagna Bolognese,23,16.0
2024-08-17,2,4,Bruschetta,38,8.0
2024-08-17,2,5,Tiramisu,41,7.0
2024-08-17,2,6,Caesar Salad,32,10.0
2024-08-17,2,7,Minestrone Soup,34,9.0
2024-08-17,3,1,Margherita Pizza,41,12.0
2024-08-17,3,2,Pasta Alfredo,46,14.0
2024-08-17,3,3,Lasagna Bolognese,38,16.0
2024-08-17,3,4,Bruschetta,45,8.0
2024-08-17,3,5,Tiramisu,49,7.0
2024-08-17,3,6,Caesar Salad,33,10.0
2024-08-17,3,7,Minestrone Soup,46,9.0
2024-08-17,4,1,Margherita Pizza,38,12.0
2024-08-17,4,2,Pasta Alfredo,45,14.0
2024-08-17,4,3,Lasagna Bolognese,35,16.0
2024-08-17,4,4,Bruschetta,49,8.0
2024-08-17,4,5,Tiramisu,49,7.0
2024-08-17,4,6,Caesar Salad,35,10.0
2024-08-17,4,7,Minestrone Soup,38,9.0
2024-08-17,5,1,Margherita Pizza,47,12.0
2024-08-17,5,2,Pasta Alfredo,54,14.0
2024-08-17,5,3,Lasagna Bolognese,39,16.0
2024-08-17,5,4,Bruschetta,42,8.0
2024-08-17,5,5,Tiramisu,50,7.0
2024-08-17,5,6,Caesar Salad,33,10.0
2024-08-17,5,7,Minestrone Soup,44,9.0
2024-08-18,1,1,Margherita Pizza,28,12.0
2024-08-18,1,2,Pasta Alfredo,33,14.0
2024-08-18,1,3,Lasagna Bolognese,25,16.0
2024-08-18,1,4,Bruschetta,30,8.0
2024-08-18,1,5,Tiramisu,35,7.0
2024-08-18,1,6,Caesar Salad,27,10.0
2024-08-18,1,7,Minestrone Soup,31,9.0
2024-08-18,2,1,Margherita Pizza,32,12.0
2024-08-18,2,2,Pasta Alfredo,39,14.0
2024-08-18,2,3,Lasagna Bolognese,24,16.0
2024-08-18,2,4,Bruschetta,33,8.0
2024-08-18,2,5,Tiramisu,39,7.0
2024-08-18,2,6,Caesar Salad,23,10.0
2024-08-18,2,7,Minestrone Soup,36,9.0
2024-08-18,3,1,Margherita Pizza,32,12.0
2024-08-18,3,2,Pasta Alfredo,40,14.0
2024-08-18,3,3,Lasagna Bolognese,32,16.0
2024-08-18,3,4,Bruschetta,37,8.0
2024-08-18,3,5,Tiramisu,40,7.0
2024-08-18,3,6,Caesar Salad,28,10.0
2024-08-18,3,7,Minestrone Soup,37,9.0
2024-08-18,4,1,Margherita Pizza,38,12.0
2024-08-18,4,2,Pasta Alfredo,40,14.0
2024-08-18,4,3,Lasagna Bolognese,28,16.0
2024-08-18,4,4,Bruschetta,30,8.0
2024-08-18,4,5,Tiramisu,43,7.0
2024-08-18,4,6,Caesar Salad,30,10.0
2024-08-18,4,7,Minestrone Soup,39,9.0
2024-08-18,5,1,Margherita Pizza,39,12.0
2024-08-18,5,2,Pasta Alfredo,48,14.0
2024-08-18,5,3,Lasagna Bolognese,29,16.0
2024-08-18,5,4,Bruschetta,41,8.0
2024-08-18,5,5,Tiramisu,42,7.0
2024-08-18,5,6,Caesar Salad,34,10.0
2024-08-18,5,7,Minestrone Soup,33,9.0
2024-08-19,1,1,Margherita Pizza,24,12.0
2024-08-19,1,2,Pasta Alfredo,21,14.0
2024-08-19,1,3,Lasagna Bolognese,18,16.0
2024-08-19,1,4,Bruschetta,24,8.0
2024-08-19,1,5,Tiramisu,25,7.0
2024-08-19,1,6,Caesar Salad,16,10.0
2024-08-19,1,7,Minestrone Soup,26,9.0
2024-08-19,2,1,Margherita Pizza,24,12.0
2024-08-19,2,2,Pasta Alfredo,27,14.0
2024-08-19,2,3,Lasagna Bolognese,20,16.0
2024-08-19,2,4,Bruschetta,32,8.0
2024-08-19,2,5,Tiramisu,32,7.0
2024-08-19,2,6,Caesar Salad,24,10.0
2024-08-19,2,7,Minestrone Soup,26,9.0
2024-08-19,3,1,Margherita Pizza,26,12.0
2024-08-19,3,2,Pasta Alfredo,22,14.0
2024-08-19,3,3,Lasagna Bolognese,19,16.0
2024-08-19,3,4,Bruschetta,24,8.0
2024-08-19,3,5,Tiramisu,24,7.0
2024-08-19,3,6,Caesar Salad,18,10.0
2024-08-19,3,7,Minestrone Soup,19,9.0
2024-08-19,4,1,Margherita Pizza,27,12.0
2024-08-19,4,2,Pasta Alfredo,34,14.0
2024-08-19,4,3,Lasagna Bolognese,26,16.0
2024-08-19,4,4,Bruschetta,28,8.0
2024-08-19,4,5,Tiramisu,28,7.0
2024-08-19,4,6,Caesar Salad,16,10.0
2024-08-19,4,7,Minestrone Soup,21,9.0
2024-08-19,5,1,Margherita Pizza,24,12.0
2024-08-19,5,2,Pasta Alfredo,30,14.0
2024-08-19,5,3,Lasagna Bolognese,23,16.0
2024-08-19,5,4,Bruschetta,25,8.0
2024-08-19,5,5,Tiramisu,34,7.0
2024-08-19,5,6,Caesar Salad,23,10.0
2024-08-19,5,7,Minestrone Soup,28,9.0
2024-08-20,1,1,Margherita Pizza,30,12.0
2024-08-20,1,2,Pasta Alfredo,28,14.0
2024-08-20,1,3,Lasagna Bolognese,24,16.0
2024-08-20,1,4,Bruschetta,27,8.0
2024-08-20,1,5,Tiramisu,31,7.0
2024-08-20,1,6,Caesar Salad,25,10.0
2024-08-20,1,7,Minestrone Soup,30,9.0
2024-08-20,2,1,Margherita Pizza,26,12.0
2024-08-20,2,2,Pasta Alfredo,33,14.0
2024-08-20,2,3,Lasagna Bolognese,25,16.0
2024-08-20,2,4,Bruschetta,28,8.0
2024-08-20,2,5,Tiramisu,35,7.0
2024-08-20,2,6,Caesar Salad,25,10.0
2024-08-20,2,7,Minestrone Soup,34,9.0
2024-08-20,3,1,Margherita Pizza,25,12.0
2024-08-20,3,2,Pasta Alfredo,35,14.0
2024-08-20,3,3,Lasagna Bolognese,22,16.0
2024-08-20,3,4,Bruschetta,32,8.0
2024-08-20,3,5,Tiramisu,30,7.0
2024-08-20,3,6,Caesar Salad,26,10.0
2024-08-20,3,7,Minestrone Soup,28,9.0
2024-08-20,4,1,Margherita Pizza,29,12.0
2024-08-20,4,2,Pasta Alfredo,32,14.0
2024-08-20,4,3,Lasagna Bolognese,25,16.0
2024-08-20,4,4,Bruschetta,35,8.0
2024-08-20,4,5,Tiramisu,36,7.0
2024-08-20,4,6,Caesar Salad,28,10.0
2024-08-20,4,7,Minestrone Soup,36,9.0
2024-08-20,5,1,Margherita Pizza,34,12.0
2024-08-20,5,2,Pasta Alfredo,37,14.0
2024-08-20,5,3,Lasagna Bolognese,29,16.0
2024-08-20,5,4,Bruschetta,31,8.0
2024-08-20,5,5,Tiramisu,37,7.0
2024-08-20,5,6,Caesar Salad,23,10.0
2024-08-20,5,7,Minestrone Soup,36,9.0
2024-08-21,1,1,Margherita Pizza,26,12.0
2024-08-21,1,2,Pasta Alfredo,32,14.0
2024-08-21,1,3,Lasagna Bolognese,19,16.0
2024-08-21,1,4,Bruschetta,28,8.0
2024-08-21,1,5,Tiramisu,29,7.0
2024-08-21,1,6,Caesar Salad,22,10.0
2024-08-21,1,7,Minestrone Soup,30,9.0
2024-08-21,2,1,Margherita Pizza,31,12.0
2024-08-21,2,2,Pasta Alfredo,33,14.0
2024-08-21,2,3,Lasagna Bolognese,18,16.0
2024-08-21,2,4,Bruschetta,37,8.0
2024-08-21,2,5,Tiramisu,38,7.0
2024-08-21,2,6,Caesar Salad,26,10.0
2024-08-21,2,7,Minestrone Soup,26,9.0
2024-08-21,3,1,Margherita Pizza,30,12.0
2024-08-21,3,2,Pasta Alfredo,33,14.0
2024-08-21,3,3,Lasagna Bolognese,29,16.0
2024-08-21,3,4,Bruschetta,31,8.0
2024-08-21,3,5,Tiramisu,33,7.0
2024-08-21,3,6,Caesar Salad,24,10.0
2024-08-21,3,7,Minestrone Soup,33,9.0
2024-08-21,4,1,Margherita Pizza,36,12.0
2024-08-21,4,2,Pasta Alfredo,41,14.0
2024-08-21,4,3,Lasagna Bolognese,28,16.0
2024-08-21,4,4,Bruschetta,31,8.0
2024-08-21,4,5,Tiramisu,27,7.0
2024-08-21,4,6,Caesar Salad,27,10.0
2024-08-21,4,7,Minestrone Soup,31,9.0
2024-08-21,5,1,Margherita Pizza,33,12.0
2024-08-21,5,2,Pasta Alfredo,38,14.0
2024-08-21,5,3,Lasagna Bolognese,23,16.0
2024-08-21,5,4,Bruschetta,34,8.0
2024-08-21,5,5,Tiramisu,40,7.0
2024-08-21,5,6,Caesar Salad,29,10.0
2024-08-21,5,7,Minestrone Soup,36,9.0
2024-08-22,1,1,Margherita Pizza,29,12.0
2024-08-22,1,2,Pasta Alfredo,30,14.0
2024-08-22,1,3,Lasagna Bolognese,22,16.0
2024-08-22,1,4,Bruschetta,27,8.0
2024-08-22,1,5,Tiramisu,32,7.0
2024-08-22,1,6,Caesar Salad,26,10.0
2024-08-22,1,7,Minestrone Soup,29,9.0
2024-08-22,2,1,Margherita Pizza,35,12.0
2024-08-22,2,2,Pasta Alfredo,40,14.0
2024-08-22,2,3,Lasagna Bolognese,24,16.0
2024-08-22,2,4,Bruschetta,17,8.0
2024-08-22,2,5,Tiramisu,37,7.0
2024-08-22,2,6,Caesar Salad,22,10.0
2024-08-22,2,7,Minestrone Soup,26,9.0
2024-08-22,3,1,Margherita Pizza,29,12.0
2024-08-22,3,2,Pasta Alfredo,34,14.0
2024-08-22,3,3,Lasagna Bolognese,27,16.0
2024-08-22,3,4,Bruschetta,25,8.0
2024-08-22,3,5,Tiramisu,32,7.0
2024-08-22,3,6,Caesar Salad,26,10.0
2024-08-22,3,7,Minestrone Soup,32,9.0
2024-08-22,4,1,Margherita Pizza,33,12.0
2024-08-22,4,2,Pasta Alfredo,34,14.0
2024-08-22,4,3,Lasagna Bolognese,23,16.0
2024-08-22,4,4,Bruschetta,30,8.0
2024-08-22,4,5,Tiramisu,37,7.0
2024-08-22,4,6,Caesar Salad,31,10.0
2024-08-22,4,7,Minestrone Soup,25,9.0
2024-08-22,5,1,Margherita Pizza,32,12.0
2024-08-22,5,2,Pasta Alfredo,34,14.0
2024-08-22,5,3,Lasagna Bolognese,22,16.0
2024-08-22,5,4,Bruschetta,36,8.0
2024-08-22,5,5,Tiramisu,40,7.0
2024-08-22,5,6,Caesar Salad,29,10.0
2024-08-22,5,7,Minestrone Soup,36,9.0
2024-08-23,1,1,Margherita Pizza,35,12.0
2024-08-23,1,2,Pasta Alfredo,41,14.0
2024-08-23,1,3,Lasagna Bolognese,37,16.0
2024-08-23,1,4,Bruschetta,36,8.0
2024-08-23,1,5,Tiramisu,45,7.0
2024-08-23,1,6,Caesar Salad,30,10.0
2024-08-23,1,7,Minestrone Soup,31,9.0
2024-08-23,2,1,Margherita Pizza,32,12.0
2024-08-23,2,2,Pasta Alfredo,43,14.0
2024-08-23,2,3,Lasagna Bolognese,35,16.0
2024-08-23,2,4,Bruschetta,41,8.0
2024-08-23,2,5,Tiramisu,48,7.0
2024-08-23,2,6,Caesar Salad,29,10.0
2024-08-23,2,7,Minestrone Soup,43,9.0
2024-08-23,3,1,Margherita Pizza,38,12.0
2024-08-23,3,2,Pasta Alfredo,48,14.0
2024-08-23,3,3,Lasagna Bolognese,34,16.0
2024-08-23,3,4,Bruschetta,40,8.0
2024-08-23,3,5,Tiramisu,51,7.0
2024-08-23,3,6,Caesar Salad,32,10.0
2024-08-23,3,7,Minestrone Soup,36,9.0
2024-08-23,4,1,Margherita Pizza,42,12.0
2024-08-23,4,2,Pasta Alfredo,48,14.0
2024-08-23,4,3,Lasagna Bolognese,45,16.0
2024-08-23,4,4,Bruschetta,44,8.0
2024-08-23,4,5,Tiramisu,48,7.0
2024-08-23,4,6,Caesar Salad,32,10.0
2024-08-23,4,7,Minestrone Soup,37,9.0
2024-08-23,5,1,Margherita Pizza,41,12.0
2024-08-23,5,2,Pasta Alfredo,52,14.0
2024-08-23,5,3,Lasagna Bolognese,41,16.0
2024-08-23,5,4,Bruschetta,48,8.0
2024-08-23,5,5,Tiramisu,52,7.0
2024-08-23,5,6,Caesar Salad,36,10.0
2024-08-23,5,7,Minestrone Soup,45,9.0
2024-08-24,1,1,Margherita Pizza,35,12.0
2024-08-24,1,2,Pasta Alfredo,48,14.0
2024-08-24,1,3,Lasagna Bolognese,30,16.0
2024-08-24,1,4,Bruschetta,36,8.0
2024-08-24,1,5,Tiramisu,36,7.0
2024-08-24,1,6,Caesar Salad,30,10.0
2024-08-24,1,7,Minestrone Soup,39,9.0
2024-08-24,2,1,Margherita Pizza,35,12.0
2024-08-24,2,2,Pasta Alfredo,43,14.0
2024-08-24,2,3,Lasagna Bolognese,34,16.0
2024-08-24,2,4,Bruschetta,34,8.0
2024-08-24,2,5,Tiramisu,48,7.0
2024-08-24,2,6,Caesar Salad,30,10.0
2024-08-24,2,7,Minestrone Soup,37,9.0
2024-08-24,3,1,Margherita Pizza,37,12.0
2024-08-24,3,2,Pasta Alfredo,48,14.0
2024-08-24,3,3,Lasagna Bolognese,41,16.0
2024-08-24,3,4,Bruschetta,43,8.0
2024-08-24,3,5,Tiramisu,45,7.0
2024-08-24,3,6,Caesar Salad,37,10.0
2024-08-24,3,7,Minestrone Soup,39,9.0
2024-08-24,4,1,Margherita Pizza,46,12.0
2024-08-24,4,2,Pasta Alfredo,52,14.0
2024-08-24,4,3,Lasagna Bolognese,26,16.0
2024-08-24,4,4,Bruschetta,39,8.0
2024-08-24,4,5,Tiramisu,52,7.0
2024-08-24,4,6,Caesar Salad,36,10.0
2024-08-24,4,7,Minestrone Soup,39,9.0
2024-08-24,5,1,Margherita Pizza,42,12.0
2024-08-24,5,2,Pasta Alfredo,46,14.0
2024-08-24,5,3,Lasagna Bolognese,37,16.0
2024-08-24,5,4,Bruschetta,51,8.0
2024-08-24,5,5,Tiramisu,54,7.0
2024-08-24,5,6,Caesar Salad,43,10.0
2024-08-24,5,7,Minestrone Soup,47,9.0
2024-08-25,1,1,Margherita Pizza,34,12.0
2024-08-25,1,2,Pasta Alfredo,42,14.0
2024-08-25,1,3,Lasagna Bolognese,27,16.0
2024-08-25,1,4,Bruschetta,31,8.0
2024-08-25,1,5,Tiramisu,39,7.0
2024-08-25,1,6,Caesar Salad,30,10.0
2024-08-25,1,7,Minestrone Soup,30,9.0
2024-08-25,2,1,Margherita Pizza,31,12.0
2024-08-25,2,2,Pasta Alfredo,39,14.0
2024-08-25,2,3,Lasagna Bolognese,30,16.0
2024-08-25,2,4,Bruschetta,35,8.0
2024-08-25,2,5,Tiramisu,34,7.0
2024-08-25,2,6,Caesar Salad,33,10.0
2024-08-25,2,7,Minestrone Soup,31,9.0
2024-08-25,3,1,Margherita Pizza,34,12.0
2024-08-25,3,2,Pasta Alfredo,37,14.0
2024-08-25,3,3,Lasagna Bolognese,37,16.0
2024-08-25,3,4,Bruschetta,35,8.0
2024-08-25,3,5,Tiramisu,38,7.0
2024-08-25,3,6,Caesar Salad,31,10.0
2024-08-25,3,7,Minestrone Soup,37,9.0
2024-08-25,4,1,Margherita Pizza,35,12.0
2024-08-25,4,2,Pasta Alfredo,45,14.0
2024-08-25,4,3,Lasagna Bolognese,28,16.0
2024-08-25,4,4,Bruschetta,35,8.0
2024-08-25,4,5,Tiramisu,36,7.0
2024-08-25,4,6,Caesar Salad,26,10.0
2024-08-25,4,7,Minestrone Soup,41,9.0
2024-08-25,5,1,Margherita Pizza,43,12.0
2024-08-25,5,2,Pasta Alfredo,44,14.0
2024-08-25,5,3,Lasagna Bolognese,36,16.0
2024-08-25,5,4,Bruschetta,37,8.0
2024-08-25,5,5,Tiramisu,43,7.0
2024-08-25,5,6,Caesar Salad,32,10.0
2024-08-25,5,7,Minestrone Soup,37,9.0
2024-08-26,1,1,Margherita Pizza,22,12.0
2024-08-26,1,2,Pasta Alfredo,30,14.0
2024-08-26,1,3,Lasagna Bolognese,20,16.0
2024-08-26,1,4,Bruschetta,25,8.0
2024-08-26,1,5,Tiramisu,30,7.0
2024-08-26,1,6,Caesar Salad,20,10.0
2024-08-26,1,7,Minestrone Soup,20,9.0
2024-08-26,2,1,Margherita Pizza,20,12.0
2024-08-26,2,2,Pasta Alfredo,29,14.0
2024-08-26,2,3,Lasagna Bolognese,20,16.0
2024-08-26,2,4,Bruschetta,24,8.0
2024-08-26,2,5,Tiramisu,28,7.0
2024-08-26,2,6,Caesar Salad,28,10.0
2024-08-26,2,7,Minestrone Soup,20,9.0
2024-08-26,3,1,Margherita Pizza,19,12.0
2024-08-26,3,2,Pasta Alfredo,31,14.0
2024-08-26,3,3,Lasagna Bolognese,20,16.0
2024-08-26,3,4,Bruschetta,26,8.0
2024-08-26,3,5,Tiramisu,31,7.0
2024-08-26,3,6,Caesar Salad,25,10.0
2024-08-26,3,7,Minestrone Soup,21,9.0
2024-08-26,4,1,Margherita Pizza,25,12.0
2024-08-26,4,2,Pasta Alfredo,32,14.0
2024-08-26,4,3,Lasagna Bolognese,25,16.0
2024-08-26,4,4,Bruschetta,33,8.0
2024-08-26,4,5,Tiramisu,34,7.0
2024-08-26,4,6,Caesar Salad,22,10.0
2024-08-26,4,7,Minestrone Soup,24,9.0
2024-08-26,5,1,Margherita Pizza,26,12.0
2024-08-26,5,2,Pasta Alfredo,31,14.0
2024-08-26,5,3,Lasagna Bolognese,25,16.0
2024-08-26,5,4,Bruschetta,29,8.0
2024-08-26,5,5,Tiramisu,29,7.0
2024-08-26,5,6,Caesar Salad,22,10.0
2024-08-26,5,7,Minestrone Soup,30,9.0
2024-08-27,1,1,Margherita Pizza,28,12.0
2024-08-27,1,2,Pasta Alfredo,33,14.0
2024-08-27,1,3,Lasagna Bolognese,24,16.0
2024-08-27,1,4,Bruschetta,32,8.0
2024-08-27,1,5,Tiramisu,32,7.0
2024-08-27,1,6,Caesar Salad,21,10.0
2024-08-27,1,7,Minestrone Soup,24,9.0
2024-08-27,2,1,Margherita Pizza,29,12.0
2024-08-27,2,2,Pasta Alfredo,26,14.0
2024-08-27,2,3,Lasagna Bolognese,23,16.0
2024-08-27,2,4,Bruschetta,28,8.0
2024-08-27,2,5,Tiramisu,29,7.0
2024-08-27,2,6,Caesar Salad,21,10.0
2024-08-27,2,7,Minestrone Soup,31,9.0
2024-08-27,3,1,Margherita Pizza,31,12.0
